wave flux err
5800.0 86.6113199053395 121.76742612382252
5800.2 -167.79465164449047 120.87135128588254
5800.4 -97.2784992020702 120.25947236030458
5800.6 -138.10227529657428 120.22699232694679
5800.8 -113.30722171482492 121.17934271473824
5801.0 -67.88579985120688 120.6047289490081
5801.2 26.476641547173017 120.66571610528112
5801.4 94.06079274695026 119.58135946239435
5801.6 128.2846100781346 119.58343516790185
5801.8 -41.634738513900345 120.83978005661073
5802.0 15.017562334201028 120.79901860359415
5802.2 -69.70555509574129 119.75180114076677
5802.4 -84.48415846023876 119.16842272131514
5802.6 118.52705603647293 121.21235151728104
5802.8 -12.286693725064042 119.26075442888069
5803.0 138.01311790974984 118.53842044126309
5803.2 -1.8640260508870707 118.92750906490613
5803.4 103.4579244134651 118.73896658407617
5803.6 -108.85459904438277 118.08016937176062
5803.8 10.357919933519227 116.20459279065288
5804.0 -170.3076189444834 117.45108190181791
5804.2 34.52576554053729 118.479983388399
5804.4 246.6851268758749 116.69048913685045
5804.6 4.552637335943587 116.17050203960011
5804.8 -12.357548261009565 116.4614552584755
5805.0 -66.70903325856443 116.53530699959609
5805.2 9.708088480668254 116.53228391116878
5805.4 43.49311040548738 116.11728451490808
5805.6 185.7555972468052 116.01917985156106
5805.8 -37.840078538439535 114.86788135180618
5806.0 33.64789817235871 115.72143591116814
5806.2 -94.88980366223313 114.11576534592997
5806.4 -52.0727851338221 114.30866976937169
5806.6 -53.298729458771064 113.23463253097117
5806.8 61.99036923332138 114.00005649364674
5807.0 24.337041685600685 114.40719097578281
5807.2 -57.25601319109116 115.87785740535277
5807.4 130.60076609178117 113.968261806079
5807.6 87.83281848623847 114.38708379351783
5807.8 60.58905739930944 113.15989217241167
5808.0 145.79679530611483 113.30832743064376
5808.2 -72.08257489797948 111.85602492066143
5808.4 108.25409039668132 113.38479864742732
5808.6 7.463002990162578 113.24491518524106
5808.8 81.89413354147084 113.39006715215345
5809.0 90.32987055256166 112.54109234909043
5809.2 66.75406731419561 112.50981579150735
5809.4 65.27292630192116 112.68615941374014
5809.6 -20.635446979238043 112.3264187645895
5809.8 61.88137886135408 112.22341850655552
5810.0 174.5720523942742 116.21603488663143
5810.2 81.44220059693775 120.43594575046346
5810.4 -3.0518181428164075 120.96503681414339
5810.6 61.236458121992385 119.92934611841126
5810.8 70.60838501629138 117.25277443690703
5811.0 30.949808380968207 116.97665580104048
5811.2 -41.94716285168856 109.95135192601016
5811.4 75.72333239598662 111.12749838184666
5811.6 -57.372987129611744 110.28648770295321
5811.8 25.020593270650945 109.62629860518092
5812.0 -6.69706468062177 110.78665185237605
5812.2 40.38797903045575 109.28627761000163
5812.4 73.15234617533855 109.61189242802956
5812.6 84.92375569904526 110.05966223518685
5812.8 140.36208082835543 109.76952055991987
5813.0 -1.376972865929003 109.30436755784069
5813.2 -222.73001626853042 108.29330950038677
5813.4 8.513297015591837 110.11688647020829
5813.6 -5.520808670479931 109.2254263013103
5813.8 -35.96073122092239 108.57222157465716
5814.0 30.694734064565694 108.80697916950038
5814.2 -35.51892371862151 108.5437781133262
5814.4 176.26838951448138 107.74602513579174
5814.6 -73.48242977128851 107.65818097976837
5814.8 2.0837546595288803 109.1900356821337
5815.0 41.66136672372599 105.99591154035623
5815.2 47.387964730564896 107.90802918471773
5815.4 -106.91719800425611 107.73890657797598
5815.6 146.76877249664145 106.8599582923299
5815.8 138.96701813493607 105.94034430432434
5816.0 146.1884713318332 106.6806588263911
5816.2 -123.68681238471967 106.12732965406434
5816.4 110.74964717680227 107.70949069558652
5816.6 -14.664233466438896 105.76071815325516
5816.8 28.182977020648064 104.88608022379348
5817.0 229.42008556734817 105.38980689503002
5817.2 -78.15977579205784 105.52157769881192
5817.4 213.86716218898266 109.51387844553543
5817.6 -152.68791171137931 113.16839770824163
5817.8 254.58169920033933 127.81718896205894
5818.0 -39.27013343399314 119.39458752063831
5818.2 25.145330107672113 115.14399302097924
5818.4 -70.76236017482704 106.55954111190984
5818.6 32.36228944430732 105.59685739574289
5818.8 122.45275754784147 105.0350069643578
5819.0 172.9298051009882 105.20511507594671
5819.2 61.627400534083314 104.17970910936907
5819.4 -50.42606632656533 105.35945779248249
5819.6 -20.418010281810236 103.6135866990972
5819.8 78.4096444477466 104.86383036319336
5820.0 -59.8565397237697 109.66481293252146
5820.2 -97.41671881871139 111.5552232955205
5820.4 80.90974175020064 118.73394813822954
5820.6 20.370744709980908 113.88167950860216
5820.8 -32.52178679886173 116.55966567184205
5821.0 16.475294027461892 128.10521379360523
5821.2 -73.77308752231393 118.28395742458586
5821.4 90.21958168090832 113.49836052363871
5821.6 -25.311176209883428 104.74657516584573
5821.8 54.82368797488274 102.96194601169873
5822.0 114.24093901155159 103.40549496991403
5822.2 71.31765509653863 101.88002216569402
5822.4 47.13060389396509 102.49367881956212
5822.6 101.91988930402735 103.8007567564865
5822.8 -43.41124413936423 102.4839884283448
5823.0 82.12012391545517 103.9764599192581
5823.2 130.0718419330013 102.41137316837612
5823.4 -75.41450170439836 102.07919179031504
5823.6 52.474423162013366 102.38881858581873
5823.8 -142.59557324142799 102.02508079306355
5824.0 35.91037130433624 102.22611321455538
5824.2 235.09835382673106 102.14155853491951
5824.4 37.14619070767984 101.99265178517075
5824.6 -86.28877455111746 100.80992530957992
5824.8 128.68551196868776 100.66493274505659
5825.0 -23.476321861583628 101.75343588177705
5825.2 3.9646643282326695 101.64612798352142
5825.4 -25.192825200807306 102.37556455432201
