wave flux err
6107.0 14.565499046261316 7.537062110649029
6109.8 10.477510193750113 7.5108476645471525
6112.6 13.232375178602995 7.443045921374433
6115.4 14.662468161165021 7.353862785936027
6118.2 14.653324456948722 7.345655674754795
6121.0 4.963554844096555 7.319903940903695
6123.8 12.323443212700177 7.2684187113226
6126.6 1.5186536088074583 7.275515019124468
6129.4 10.813643986421296 7.3199452245821615
6132.2 20.707301466105886 7.421950844478576
6135.0 7.051109827952685 7.587297674018833
6137.8 4.50562043279998 7.7915300727933925
6140.6 16.064366341317225 6.26513830405529
6143.4 11.222815670907323 6.014230966511235
6146.2 11.430490143898389 5.908217250839372
6149.0 9.114424418222848 5.772033684855494
6151.8 9.302449279175427 4.794827522569927
6154.6 2.695566474271653 4.8039671769120185
6157.4 8.020205189971138 4.832861831420193
6160.2 11.782317602533109 4.793487864829997
6163.0 9.877020252790606 4.776654381856076
6165.8 12.790135565627057 4.891530954370476
6168.6 17.080354404730173 5.004542163355631
6171.4 12.722986008038385 5.022992737485007
6174.2 5.672197634659332 5.022813130051439
6177.0 11.529971606039041 4.907730386832372
6179.8 16.740998047668214 4.761659186670743
6182.6 12.528889796649628 4.65957291139286
6185.4 5.427522339074291 4.641231770396807
6188.2 11.657068796122871 4.653921087855865
6191.0 10.637800055775553 4.611503541470981
6193.8 12.572256936022557 4.657398660781108
6196.6 16.677227723796314 4.777959458037827
6199.4 8.82087338780834 4.821779871406262
6202.2 4.498878704575463 4.853485167777598
6205.0 14.677804743122822 4.835513493748947
6207.8 20.171061030994494 4.782683439310902
6210.6 14.341535757268659 4.677638551827189
6213.4 18.145428159913745 4.681138261348398
6216.2 12.606720434824272 4.812951354396963
6219.0 9.548722412606239 4.903777382709482
6221.8 5.083334305745833 4.884482679001371
6224.6 8.717333269043046 4.888676649449458
6227.4 11.05741451270257 5.016947377377189
6230.2 11.571569895425771 5.564504792018918
6233.0 11.12878193155919 6.202084893885103
6235.8 18.285869475293577 6.644519064179389
6238.6 6.23920937803507 6.698507227113379
6241.4 2.2286774976376593 6.367453393422189
6244.2 19.962634584718728 5.770923920399407
6247.0 5.233310548407681 5.24225071275984
6249.8 14.21837941563905 5.177077329539751
6252.6 24.530114436295236 5.50048060200967
6255.4 10.285345829024585 5.933319730957336
6258.2 15.696475807399748 6.2296300228282675
6261.0 10.887279247485907 6.276831163486869
6263.8 5.29916528220978 6.033645279762421
6266.6 12.114777505515567 5.607484234524707
6269.4 16.8980339477392 5.300527661029311
6272.2 10.749364759114524 5.139278567804423
6275.0 12.342367770530872 5.012698392565093
6277.8 12.627082312671853 4.969751237573794
6280.6 3.8301063618596265 5.163875186860022
6283.4 9.216243799435903 5.51667200366888
6286.2 12.36660384079889 5.722513610581875
6289.0 15.119283089727954 5.8158288058602885
6291.8 11.253878441594837 6.647358477815982
6294.6 21.493922557655416 10.19838087925717
6297.4 47.318617943992066 12.62456375134878
6300.2 17.795306446297534 13.666622127042455
6303.0 -8.503641175789038 13.442193483608227
6305.8 9.962005054644962 11.504896757640827
6308.6 6.60725467166911 8.560157627466268
6311.4 10.320507932407583 6.140816723091304
6314.2 12.2942427257765 5.153672104114381
6317.0 16.823865161136823 4.897899452099185
6319.8 16.265769219844625 4.9407527278058865
6322.6 11.795072381475544 5.260854447233916
6325.4 4.153659698481989 5.698531860173412
6328.2 11.541207663808613 5.807705078707138
6331.0 15.778500643160651 5.732147550660391
6333.8 15.425568677882087 5.482488230270103
6336.6 10.407894716669125 4.9776592916492275
6339.4 14.766022014295729 4.614444078871258
6342.2 16.524342995122016 4.621329129238394
6345.0 7.951090866447566 4.772163694918888
6347.8 10.791432239034245 4.889595835680145
6350.6 12.478519703703535 5.102147256115411
6353.4 11.79704050808601 5.323513504808631
6356.2 17.362141028637218 6.054684303731994
6359.0 -2.1271212254019063 7.61430694366785
6361.8 17.79198186630194 8.38510481892401
6364.6 8.011157872700624 8.37102745854184
6367.4 14.513409057412757 7.897954183767665
6370.2 9.631753709898367 6.646233207598312
6373.0 12.59439401932155 5.28656602459292
6375.8 15.063895875312244 4.502979038226068
6378.6 9.419863046070926 4.55555931139971
6381.4 15.652535227258165 4.735305029261677
6384.2 18.157964078220434 4.8266697590641945
6387.0 19.090126417060116 4.77262547351318
6389.8 14.884934686092846 4.688162004905919
6392.6 14.06628624067813 4.466681564766051
6395.4 13.548658483766756 4.285428825765645
6398.2 12.085920932205784 4.172277560923235
6401.0 10.00660175228371 4.142625792880356
6403.8 10.320565285837905 4.116116106572607
6406.6 11.17633565536853 4.16144744974156
6409.4 11.856296318832348 4.271347302951375
6412.2 5.08290306673471 4.319337594397577
6415.0 8.275906011633323 4.346647068962164
6417.8 3.3987094779610993 4.3820060075349785
6420.6 3.634430150720918 4.375006007444217
6423.4 8.68406039138146 4.3033806574413225
6426.2 10.529540839778784 4.21032445296876
6429.0 10.697449923436535 4.090767010533693
6431.8 6.701191303356535 4.030288176921946
6434.6 8.962243980222048 3.995480167072339
6437.4 6.946629085883153 3.9830110877957066
6440.2 9.855140943430822 3.9785636622729754
6443.0 7.003967794732107 3.9803950938392005
6445.8 9.280183626650018 4.009297714918447
6448.6 11.451417446830614 4.0946680361204395
